c minisat_input_format
p cnf 4500 9000
-3877 -2414 2100 0
-4360 -3317 -2375 0
-131 528 4225 0
-1889 1405 3164 0
-2935 1283 2927 0
-3086 1436 2619 0
-2327 -799 -72 0
-2851 1672 4229 0
-3445 1811 2673 0
-1185 -72 2827 0
-1442 2630 2902 0
947 1866 2536 0
-1407 -1315 214 0
-3405 -3392 -2099 0
-1535 1926 4135 0
-4340 -3425 2314 0
508 2959 3394 0
-2717 686 997 0
-493 1185 3028 0
-3685 -3331 1154 0
-3097 355 1759 0
-4135 -340 2381 0
-2861 -677 3478 0
-2055 1355 1784 0
-4160 -177 -128 0
-3257 -1472 4339 0
-1045 3474 3925 0
-2957 -426 3404 0
-1799 1635 4290 0
-3238 -1911 176 0
-2646 677 4391 0
-491 934 3189 0
-4274 -3069 -719 0
-1669 702 3848 0
1391 3036 3157 0
-4092 -3962 1099 0
-3348 -2761 587 0
-4358 -3776 2962 0
-2423 1026 3952 0
-2300 -1523 239 0
1286 3942 4288 0
-4301 -3202 2483 0
-1648 -1198 1405 0
-1705 3424 3566 0
-1461 -260 1280 0
-1719 -637 2204 0
-2898 2585 3937 0
-3524 -2582 915 0
-3551 -499 1626 0
-3977 -31 196 0
-4253 -1765 1350 0
-1964 -1671 -334 0
1077 2821 2895 0
-4490 570 1125 0
-3787 -935 -703 0
-4059 -2834 4042 0
-3714 1126 3145 0
-1590 867 3795 0
-1968 971 2375 0
-2750 2139 3488 0
-4361 -1853 988 0
-1098 2193 3129 0
-4027 1075 3831 0
1660 2722 4483 0
-3045 121 602 0
-2890 4151 4198 0
-1628 -1237 1640 0
-3881 -3875 -2673 0
-198 653 3971 0
-4029 -2970 -2020 0
-4277 -1165 -691 0
-3251 -1251 2196 0
-671 1287 2136 0
-2773 1264 1583 0
-3415 -3024 -2741 0
-4384 -4036 2381 0
-2069 79 177 0
-2726 2089 2447 0
-1009 -997 2782 0
-3035 -1449 3859 0
-3840 1294 4409 0
-3474 -2488 -94 0
-2498 -2297 3325 0
-4164 -151 1421 0
-3345 52 2504 0
-4171 -1823 -579 0
-4423 -4342 887 0
-2252 -1152 959 0
1496 3877 4135 0
-3785 1547 1949 0
-133 351 791 0
-3403 156 1564 0
-1004 -245 481 0
-3463 761 3757 0
-4251 806 3427 0
-2609 410 3071 0
-4206 467 3195 0
-3755 -3261 1037 0
2194 2711 3468 0
-2605 -980 1309 0
-2871 1942 3520 0
-3531 2776 3940 0
-4296 -3790 -585 0
-3711 -961 4242 0
-1536 2495 4059 0
3202 3694 4140 0
-2105 2443 4180 0
1707 1781 2297 0
136 3395 4396 0
-3759 -3571 3730 0
-3064 -138 4352 0
-2977 -787 1995 0
-4425 -3156 1333 0
1889 2566 4361 0
-2152 -197 1674 0
-3612 -2901 2416 0
70 2410 3846 0
-3091 -830 4177 0
-1246 -1152 1577 0
-4158 -2940 4251 0
-3304 -2896 2656 0
-4490 -4299 4173 0
-1730 887 2899 0
-3714 4192 4363 0
-2772 90 4257 0
-1132 4106 4382 0
-4029 2496 2844 0
-2564 -638 3630 0
-3727 -1044 1117 0
-2333 1850 2260 0
-852 2873 3024 0
280 3039 4401 0
-4003 -1145 3969 0
-4117 -2701 -1807 0
-1412 -914 909 0
-3467 -2846 -2012 0
-4490 518 2944 0
1440 2083 2182 0
-1795 -191 830 0
-285 1041 3281 0
-1259 -1164 2246 0
-3244 2487 2600 0
-839 -161 3482 0
-4016 -1294 -922 0
-2294 -2178 394 0
-171 820 1797 0
-1875 1886 2071 0
-1544 905 4059 0
-3563 266 359 0
-2109 -1645 -903 0
-4168 -2656 -1088 0
-1768 1333 3111 0
-1624 -1411 132 0
-1514 -355 -54 0
-3524 -1507 1265 0
-3906 -2367 3561 0
-4277 380 4439 0
-2029 -1317 -727 0
-2646 -748 1956 0
-1867 -1733 3467 0
-1893 1304 4173 0
1476 1811 4253 0
-24 2336 3139 0
-1637 2334 3405 0
-4294 1487 2075 0
-4446 392 4044 0
-805 899 1699 0
-2723 -2087 3848 0
-330 2010 3882 0
-2490 -1411 1452 0
2385 2773 3777 0
-4250 -342 90 0
-2871 1660 2381 0
1175 1954 2273 0
-151 879 3600 0
-3208 -2094 -1590 0
2768 4014 4444 0
-3055 252 1618 0
-4384 -3529 -2741 0
-1531 2813 4478 0
-2577 2493 2713 0
835 4035 4204 0
-4279 -992 -242 0
-527 217 231 0
-4338 -4213 -2617 0
-3353 -303 2774 0
-4327 -3313 2856 0
-3759 -1936 -112 0
-3654 -2987 -989 0
-4308 -312 3367 0
-3807 1989 2552 0
1277 2938 3936 0
-2713 -1571 -996 0
-3020 -2793 -2188 0
-2706 -1022 2743 0
-4196 -3794 3201 0
911 1639 2770 0
-3406 -2337 3965 0
-3819 -2451 -203 0
-400 1778 3084 0
1225 1504 3971 0
-2256 709 1993 0
-4174 916 2768 0
-1415 -103 842 0
-2134 818 3634 0
-4112 -3858 -620 0
-1106 936 4060 0
-1873 2441 3289 0
-1515 1263 3582 0
-445 3258 4383 0
-3855 -1873 3784 0
-755 -152 2663 0
-1299 -807 -772 0
919 2137 3856 0
-4184 2137 2952 0
-3233 3142 3373 0
1147 2834 4361 0
-3538 3270 3988 0
1765 2785 2814 0
-3776 640 4411 0
-3406 1118 1903 0
-3486 -3343 -1476 0
-2504 193 3270 0
-4419 -749 795 0
-2818 -1471 1071 0
-1066 -998 -522 0
-478 -196 1199 0
-3678 -1538 3715 0
1862 3727 3943 0
-3263 1691 2025 0
-4210 -3974 -1841 0
-3905 2191 3383 0
1578 2012 2729 0
-4230 -139 487 0
-516 48 2758 0
-3623 -262 4293 0
-4466 -1829 2234 0
21 159 1902 0
-4167 -4089 -3052 0
-2703 262 870 0
-3947 -811 1835 0
-1752 -1158 1751 0
-18 3722 4121 0
-2275 -1260 2567 0
-2493 1210 2343 0
-2265 3053 3835 0
-4310 -744 150 0
-3590 -2906 1854 0
-1427 3239 3758 0
-1966 601 2777 0
-2072 -1707 3715 0
-1159 877 3610 0
-1239 424 1803 0
-1813 -1514 -109 0
-3743 -3291 1406 0
-2963 -1468 -760 0
-3208 -1416 -1395 0
-2634 -1405 2090 0
-2292 -245 4477 0
-4362 1891 3454 0
-4323 -3042 2655 0
-2025 -914 1227 0
-3244 2661 3626 0
-2443 -337 1954 0
-424 314 839 0
-2951 -2725 576 0
-2921 2143 2902 0
-3770 -3111 1234 0
-3427 -1788 -845 0
-3986 -442 -193 0
-3563 -665 -507 0
-364 343 2552 0
-2092 -1511 2435 0
-2143 -2057 1269 0
-4056 -910 1520 0
3642 3968 4338 0
-1501 -960 1445 0
-3321 -3082 -2104 0
-4074 -2846 -2446 0
-3212 -1340 65 0
-3581 -1698 -1541 0
-3702 -488 1460 0
-2189 1696 4493 0
-3543 -3102 3794 0
-1992 -595 -69 0
-3369 -1753 -1107 0
-3706 682 1270 0
939 2519 3380 0
-4397 -2105 738 0
725 3089 3287 0
-3400 -1920 197 0
-1674 -1451 1531 0
-2598 -1655 3554 0
-3273 -1522 -455 0
-1949 -679 1478 0
-1694 2262 2660 0
-1880 -472 -383 0
-4310 -2816 2991 0
-1535 -291 2516 0
-4399 1734 2264 0
-3881 2173 4374 0
-3883 -855 -839 0
-2309 2216 4182 0
-3475 -39 1886 0
-3055 -1275 3581 0
-3047 -2688 1116 0
-4300 -1033 -51 0
-2382 1193 2271 0
-1834 3008 3587 0
-3546 196 4165 0
731 2806 3658 0
-4265 538 3508 0
582 3379 4225 0
-506 1970 4326 0
-4237 1167 1238 0
-2659 358 724 0
146 3138 3604 0
-207 2683 2777 0
977 1589 1892 0
-1011 -342 839 0
-1551 -1488 1068 0
-2496 2518 2829 0
-1422 -891 -251 0
-2383 -616 4061 0
-3447 1109 1312 0
595 2773 2840 0
-3042 -1114 3923 0
-3553 -1278 4128 0
-4445 -1026 2413 0
212 2192 3224 0
-2099 -1198 4437 0
-2788 -220 -126 0
668 2935 3491 0
-3598 -3325 -1667 0
-3007 286 1868 0
-4469 -4212 -3301 0
-3349 -3007 2378 0
-1375 1579 2214 0
-3052 1272 4152 0
-2447 822 921 0
1033 2668 3894 0
-4395 -3402 -2149 0
-2939 -2365 -801 0
-868 403 4117 0
-2876 -2067 -2014 0
-3277 -1735 4426 0
-1820 -706 151 0
390 3365 4351 0
-1686 -45 931 0
-3274 -2294 2938 0
252 2382 2722 0
-4315 -58 2290 0
-3223 -3078 2409 0
628 1030 1877 0
-3408 -1349 3983 0
-4499 2075 4294 0
-3604 1441 3019 0
-2225 337 2179 0
-2109 2928 3384 0
-2231 -871 2490 0
-3705 582 3455 0
-3010 -2252 -1090 0
-2997 -824 957 0
-515 872 2523 0
-3718 -1887 4157 0
-4458 2815 4007 0
-3763 -3501 -2766 0
-973 -136 395 0
-2895 516 1761 0
-3105 2717 3727 0
-2444 -401 3090 0
1147 3897 4022 0
-2027 -929 3090 0
-3338 -1409 4237 0
944 2510 4136 0
-2132 -840 2698 0
-3421 -2478 -622 0
-1538 -409 -103 0
-765 1506 3072 0
-3318 1227 1563 0
-704 376 1270 0
-2267 3086 3616 0
-3547 -1197 1087 0
-2161 -661 2507 0
-4430 3472 3934 0
-3152 -1816 536 0
-3530 -2182 -2059 0
-2315 1906 3327 0
368 2758 3789 0
2153 2944 3225 0
-934 2650 3324 0
-545 3111 3537 0
-2477 694 3080 0
-1776 -1219 238 0
-4099 -2372 3679 0
-2894 -1857 -26 0
-3978 -1264 1181 0
-2159 1584 3297 0
-1965 -1343 1332 0
-3510 1863 4114 0
-3649 -3542 -731 0
1184 3118 3841 0
-4468 -2087 2226 0
-2043 -729 3565 0
-3968 -828 3404 0
2760 3106 4117 0
-948 -75 3083 0
2972 3499 4244 0
-1280 2661 2958 0
-3053 -1212 1566 0
166 507 1744 0
-3154 -1376 1071 0
-2325 -469 60 0
-3512 579 1369 0
-3573 -267 137 0
-693 362 1177 0
-4163 680 2761 0
-3704 -2728 -1475 0
-913 -844 -606 0
-3766 -1735 -942 0
-2504 2104 3452 0
-4406 -2406 663 0
-867 893 3154 0
-4266 -1147 2928 0
-2325 -864 3683 0
-4438 -650 -439 0
-3092 -1359 -495 0
-1989 -1846 3954 0
260 613 2490 0
-3155 2127 4346 0
-3992 -482 3520 0
-4009 -1738 3502 0
-3701 2483 4173 0
-3386 1078 4468 0
-231 2040 3255 0
-3133 -2559 2396 0
-4192 -3591 884 0
-336 657 2292 0
-4402 -4334 2129 0
-3653 172 1414 0
-2569 1777 2014 0
-2488 1049 4081 0
-2997 -197 2973 0
-4310 -1925 3354 0
1661 2054 3968 0
-1390 154 2438 0
-1332 359 4473 0
-4377 -963 4063 0
-2698 1490 3281 0
-1751 456 3134 0
-3864 2241 3223 0
-3307 -3244 2817 0
943 1592 3927 0
-3226 -1884 2542 0
-4304 -2659 333 0
-2308 3321 3900 0
-4396 -3574 -227 0
-4198 -2567 2736 0
412 2544 3863 0
-4199 -102 2533 0
-2166 734 4387 0
-3358 1715 3070 0
-3921 -1700 578 0
-3641 -2600 -1518 0
-4160 -3002 -1589 0
-4296 -2880 -2363 0
-2849 450 539 0
-1602 -847 186 0
-2791 -823 724 0
-560 82 582 0
-2032 154 3720 0
-868 2245 3553 0
-3369 -1730 1308 0
-2597 1074 1960 0
-3677 -2636 634 0
-4449 -1909 -480 0
-2432 -1976 4171 0
-1866 -20 3773 0
-4067 -1115 2819 0
-3721 -3280 -261 0
-618 2578 4005 0
-2665 -610 4388 0
-332 791 2582 0
-4156 -1156 3645 0
-4401 -1779 1571 0
-4125 -2345 -582 0
-2222 1531 2530 0
-2348 131 2196 0
-2151 -750 698 0
-4461 -498 688 0
-1436 -714 4182 0
-1629 2276 2489 0
-2569 2706 2927 0
-1314 125 4067 0
-4372 -482 118 0
-2468 -92 3895 0
-3320 -1735 -827 0
-3049 2967 3050 0
-1156 -596 3983 0
-3388 -1931 33 0
-2568 3584 3936 0
-2967 -2607 2734 0
-3473 3607 3735 0
-3613 -1821 2774 0
-2038 -1717 4414 0
-4432 -2923 -2730 0
-3968 275 3033 0
-4115 -644 660 0
-1901 322 1195 0
-4132 -3624 2555 0
-3197 2587 4328 0
-2472 4246 4350 0
-2767 -2292 1524 0
-2543 -262 2430 0
-1609 86 408 0
-3741 -555 3288 0
-2590 2219 3197 0
-685 1385 4476 0
-1536 -61 646 0
-2068 2092 3337 0
-1863 1716 1787 0
-2274 91 3420 0
-3636 -1164 2333 0
-3980 -3573 2893 0
-2980 -2115 -1895 0
-4358 -2672 1599 0
-3406 -412 205 0
-4280 -3287 1191 0
-3553 113 3227 0
-368 1098 2721 0
688 2023 3104 0
1032 2657 3861 0
-2940 -2168 2306 0
590 986 1841 0
-444 194 3234 0
-422 866 3552 0
-3130 -1433 753 0
410 491 1892 0
-374 -199 1689 0
74 262 3228 0
-3585 2264 4345 0
-1560 31 532 0
-3242 -2087 227 0
-1472 -129 3987 0
1815 2661 3786 0
-2918 974 2346 0
-3250 -1433 -1015 0
-1588 898 1436 0
108 979 3274 0
350 376 2356 0
-1545 4030 4051 0
-2599 -1393 -225 0
-3600 -3277 381 0
-130 3636 3911 0
-3870 75 2472 0
-3167 -406 2452 0
-2924 1268 3974 0
-2169 4036 4414 0
-3361 -2490 2098 0
-2242 -1067 1733 0
-3868 -1773 624 0
-1637 -235 1684 0
-1531 -1064 -535 0
-4471 2747 3325 0
-57 654 3158 0
520 562 1974 0
-4409 -3897 -555 0
-3258 -995 4430 0
-2121 214 1275 0
-3413 -2518 3746 0
1345 2146 3150 0
-4378 -3608 1305 0
-1880 -1788 -68 0
-4009 1029 4446 0
-4332 1333 2054 0
-3744 -2359 3904 0
-3761 -3042 -359 0
-3233 -878 1816 0
-3618 1362 3158 0
-3183 489 2864 0
-2315 237 4068 0
-3928 -2026 -1168 0
-2515 771 3103 0
602 1361 2382 0
-2156 823 3358 0
-3237 3923 4089 0
-550 3296 3741 0
-2580 -1494 1885 0
79 1586 2144 0
-1064 2428 3029 0
-2466 771 1347 0
-3510 -2684 -1612 0
1566 2902 3196 0
-735 42 4120 0
-2853 1006 3501 0
-2672 360 1899 0
-2044 -805 4069 0
-2021 -753 3117 0
-4194 -2721 -2204 0
920 1029 3190 0
-840 224 2043 0
-2667 931 4332 0
-449 -251 1598 0
-1781 2889 4210 0
-1256 2486 2600 0
-2386 -667 -534 0
-1229 -128 3579 0
-3717 145 389 0
-2889 -839 203 0
-3356 -741 3265 0
-2278 61 238 0
-3390 117 2557 0
980 3076 4114 0
-3099 247 939 0
-2910 -2887 1862 0
-3857 -2735 2311 0
-1318 -519 4361 0
-1233 88 2038 0
-1640 -1588 663 0
943 3305 3695 0
-2089 -638 1499 0
-2119 2169 3485 0
-4085 -1192 1074 0
-3947 436 2848 0
550 1859 2659 0
-1646 1758 4242 0
-2569 -2498 1046 0
-1957 190 2847 0
-4068 612 3679 0
-724 -690 3615 0
-3622 1126 2800 0
-2601 -1311 4043 0
-1306 116 3265 0
-4219 482 2268 0
459 1457 2838 0
-4137 -336 -236 0
-1655 553 1670 0
-687 1147 3746 0
-968 -419 167 0
-4415 1828 3208 0
-4039 -3994 4478 0
-3857 -565 1813 0
-1898 316 4261 0
-3971 -1276 -243 0
-4335 -1929 1848 0
-1181 286 3928 0
-2935 -833 3043 0
-3890 -3294 2264 0
-2269 -966 3953 0
-1087 3302 4172 0
-4000 -1590 3684 0
-2745 -178 -53 0
-4400 -2301 -1721 0
-1865 -1066 1154 0
-4414 2507 4335 0
-2485 -1626 3859 0
-4091 -3837 227 0
-531 -422 4490 0
-749 1831 3710 0
-4477 -4389 -2831 0
1958 2400 3991 0
-387 244 4106 0
-4060 -1388 2903 0
-149 2575 4080 0
-1625 2105 4322 0
-3425 -2660 2687 0
717 2588 3623 0
-3136 -2538 1036 0
-4379 -2619 -699 0
-3365 -3080 3584 0
825 2234 3066 0
-3196 -1885 700 0
-1038 2596 4276 0
-4235 -1715 4070 0
-2880 152 342 0
-1777 -374 3932 0
-2948 329 3512 0
-2967 -286 2767 0
-752 2042 2951 0
-3980 -471 2951 0
-2286 2683 2927 0
-3063 -2827 4034 0
-4145 -3398 877 0
-1773 251 1735 0
-4188 -1729 951 0
-2054 -667 3977 0
-14 363 1013 0
-4105 2905 4053 0
-3054 -2297 3469 0
-4024 -1450 3622 0
-2972 -2706 1914 0
-2478 -2269 -1002 0
-3482 -1316 1851 0
843 1334 1726 0
-2352 693 2348 0
-2482 853 3657 0
1478 2082 2894 0
-519 76 3032 0
-3221 -1908 -421 0
-2571 -2523 4159 0
-1880 470 3320 0
-3732 -3068 224 0
-3626 -2231 4119 0
-1402 2360 3501 0
-3538 -2639 343 0
-2391 662 2691 0
-3040 1193 1506 0
-2497 -1385 -950 0
-3514 -1639 -1330 0
-2424 -2203 -1765 0
843 1935 4218 0
-4014 1251 1899 0
-2826 382 1204 0
-1938 -231 1083 0
-3940 -371 195 0
-2001 375 3892 0
-1540 1262 2866 0
-1881 1780 2412 0
-1383 1676 2517 0
-730 -241 2417 0
-155 353 1926 0
-4290 -3724 -1097 0
-3667 -1469 -159 0
-3834 -1890 -1025 0
-3693 265 2461 0
955 2755 3025 0
-3069 3084 4158 0
-4171 488 2230 0
-794 3506 4293 0
-4355 -610 1137 0
-766 1775 3565 0
2225 2928 3954 0
-3039 -48 1613 0
-3474 2885 4163 0
-1268 832 2256 0
-2940 1288 1339 0
-2982 -2465 2781 0
-2454 1450 1863 0
-688 2216 2614 0
-2431 -1607 2324 0
-1642 -1392 2165 0
-1015 -909 4336 0
-2019 2307 4368 0
702 3332 3871 0
-3205 285 4435 0
-2695 2659 3836 0
-4350 -3188 1582 0
-3138 -1662 2824 0
-1068 197 253 0
-2590 117 3012 0
-1574 1823 2659 0
-2842 26 935 0
-3909 -3809 -3376 0
-2762 2004 3345 0
-2786 850 2697 0
-2395 407 907 0
873 2035 4071 0
-1856 -1302 876 0
-2425 654 2767 0
1862 3916 4413 0
-4288 -923 999 0
-4371 -2953 1714 0
-4391 -3218 3821 0
662 746 2913 0
-3825 787 2421 0
-3873 83 1739 0
-2731 1616 2470 0
-4089 1236 3388 0
-2339 2158 3510 0
-2883 -2726 4180 0
-2363 1697 4254 0
-2190 877 4436 0
-2186 -1906 -1176 0
-3431 -422 3452 0
-3242 751 3696 0
-2783 -35 2446 0
-3575 -3281 -1340 0
-3135 -2440 3604 0
3126 4028 4222 0
1887 2772 3228 0
-3767 -238 1323 0
-3308 1921 3216 0
-3099 -514 271 0
-2493 -607 2389 0
-1861 3947 4265 0
-4025 1265 2822 0
-3122 -1471 -1211 0
-966 425 2224 0
-1811 -739 4156 0
-3316 1046 1910 0
-2290 1102 3302 0
2128 3179 3950 0
-4238 -960 3227 0
-2195 -451 3389 0
-3784 3496 3875 0
-2984 -2242 2881 0
-2632 976 2044 0
-3123 -441 1179 0
582 1056 3501 0
-2410 -2046 -801 0
-3367 -1002 2389 0
-1030 83 1285 0
-2878 -1754 3478 0
-3738 4001 4245 0
-3633 -459 4445 0
-3556 -585 182 0
2091 3091 3945 0
-3658 1262 3362 0
-3725 -2175 -327 0
-2749 364 3840 0
3 765 785 0
-3351 -1728 2786 0
-4487 -3034 -518 0
1817 2218 3193 0
-2359 -1430 1904 0
-1803 -142 2100 0
-3804 2442 3187 0
-3964 -1171 3976 0
-948 -91 580 0
-3535 -2168 -817 0
-4413 -1182 -571 0
-2844 -1866 1043 0
-4292 3575 4183 0
-2329 -1698 -358 0
-1115 -43 3772 0
-3611 -1256 -586 0
-3322 -940 1897 0
-1528 -1071 2406 0
-1128 -1087 -213 0
-835 -586 1187 0
-2365 239 573 0
-3230 -173 2992 0
-4488 2666 3436 0
-561 1047 1874 0
-1843 1975 4244 0
-1268 -1104 1461 0
-3932 -545 4035 0
-1735 152 523 0
-1529 33 3710 0
-2274 -1590 3291 0
-2384 -815 -204 0
-1289 1090 4494 0
-2096 -1275 1662 0
-2312 -1326 -882 0
-4073 -2136 1821 0
-2420 -726 1270 0
728 1383 2251 0
-3120 -2492 179 0
-3826 3486 3627 0
-742 1971 2655 0
-1857 1895 4359 0
-2114 -2047 3115 0
991 1349 1788 0
-1817 1950 4163 0
-2231 765 1210 0
-780 1475 1492 0
-3905 770 1549 0
-2632 -801 3498 0
-2981 2228 3249 0
-2638 1858 3632 0
-3300 62 1969 0
-1185 -991 3941 0
1292 2727 2910 0
-2579 526 2245 0
-977 3020 3777 0
1395 1854 4355 0
-3246 98 4249 0
338 2069 2545 0
-2452 386 3103 0
-2975 -2106 -1590 0
-3210 -3168 -1497 0
228 3641 3979 0
-4455 1105 4291 0
-1693 2043 3869 0
-598 2249 2873 0
-3260 -3046 -945 0
-3114 -2659 -473 0
1567 1968 2074 0
-4373 -805 2156 0
-4343 353 939 0
3254 3307 4322 0
-2685 -2256 1385 0
-1221 798 4033 0
-1881 -935 -527 0
-1952 2849 3395 0
-3692 -1450 -1373 0
-2754 -113 400 0
-3032 3359 4409 0
-3414 -2547 -493 0
-1893 2137 3633 0
-3617 1532 2329 0
244 267 365 0
-2682 -1716 1401 0
132 1621 1666 0
-3745 -1284 614 0
-4231 3077 3429 0
-4350 -1067 4160 0
-1995 -254 3216 0
-1798 -1445 -1348 0
-4033 -3430 3146 0
-2696 -1370 766 0
-2960 1614 3685 0
-4225 1691 1776 0
-3220 -2657 -2057 0
684 1689 4346 0
-1980 1990 3529 0
-2123 -1695 929 0
-1366 -873 1785 0
-4329 -224 2599 0
-3728 129 2171 0
-4422 283 500 0
-268 1513 3623 0
1146 2429 3879 0
-2719 852 1801 0
-2480 -806 -124 0
-4279 -3155 4092 0
-4386 -2879 2738 0
-4293 -1535 -690 0
-2087 -1394 203 0
1140 3795 4133 0
-2546 1715 4215 0
-2732 -398 77 0
-2138 1761 2067 0
1513 2987 3109 0
-4372 -3414 1230 0
-120 1977 3622 0
-3124 -392 985 0
-4322 144 3738 0
-3850 -3457 1623 0
-1185 1178 3264 0
-3932 754 1975 0
-3966 -2660 3598 0
-2168 886 904 0
-1607 651 1027 0
-3733 -622 4397 0
-2322 -914 402 0
-4473 1270 3647 0
576 2615 2794 0
-3186 -2799 -573 0
-4283 2091 3930 0
2251 2436 2466 0
-668 292 626 0
-2526 189 3753 0
-2667 -926 1013 0
-2400 -888 3718 0
-811 2432 3965 0
-1591 -799 -457 0
360 2787 4263 0
-1017 -177 818 0
-3275 -2746 -866 0
-4177 -1644 -1459 0
-571 -106 345 0
-3528 -2634 -1630 0
-4413 -2931 3598 0
-660 2159 2321 0
-4243 -2467 -1347 0
-4042 -907 -48 0
-3290 903 4365 0
-4192 1305 4387 0
-499 2870 2951 0
-3722 -2830 225 0
-4249 -1324 -740 0
-4207 2021 2728 0
-785 -275 2891 0
-3796 -2587 -2389 0
2638 3749 4108 0
368 998 3419 0
2489 3420 3491 0
-3327 -1192 122 0
1060 3713 3884 0
-2692 188 3991 0
-4258 -3938 -3540 0
1346 1728 3481 0
271 1786 3275 0
-2915 -654 2513 0
-1262 -424 4318 0
-2567 -1498 2777 0
-3675 -755 871 0
472 781 3987 0
-3406 374 3594 0
3324 4112 4356 0
-2756 -192 933 0
-694 1310 2417 0
-3490 1577 1781 0
-2902 -1804 3248 0
-1043 -1041 1187 0
1638 3748 4259 0
-2446 -578 2675 0
184 3086 4049 0
-2452 1588 4048 0
-1440 2324 4327 0
-2300 -1304 -612 0
-2097 -1142 1491 0
-2821 2862 3232 0
-1111 794 4450 0
-1117 1020 1306 0
-2068 -1774 3374 0
-1767 -1243 239 0
-4441 -385 3545 0
-3846 1483 3411 0
1869 2291 3670 0
-134 582 3379 0
755 851 2136 0
-779 -579 -464 0
-2297 1237 2992 0
-1608 3566 3578 0
-3709 -1716 -1442 0
-3634 -3593 -1877 0
-4316 -3719 138 0
-4254 2407 3775 0
-4134 1114 3902 0
-1285 1392 2496 0
-3960 -1686 273 0
-1556 -1326 -473 0
-1880 -795 2067 0
-4051 -3003 -406 0
-3854 3172 3403 0
148 1327 2875 0
-3303 1347 3124 0
-2306 162 3115 0
-57 1489 3636 0
2605 3768 4466 0
-2707 -359 3571 0
141 697 3985 0
-2352 621 2088 0
-1528 -679 1319 0
2116 2620 3696 0
-3921 152 4448 0
-1076 -605 2860 0
-29 -26 1770 0
-3759 88 3691 0
-4333 -2844 197 0
-590 1537 3499 0
-4065 1398 2149 0
-274 2131 3707 0
-3272 -1135 198 0
-3813 -2891 1780 0
328 2441 4161 0
526 2706 4022 0
-4490 -527 3702 0
-1692 566 3440 0
806 2163 3119 0
-4128 -209 3027 0
-3869 -2745 2211 0
-556 -103 2612 0
-3871 2108 4152 0
-3347 291 562 0
-1850 1492 2461 0
595 2087 3865 0
-1957 -7 3550 0
-1429 1300 4189 0
-1875 2304 2404 0
-4400 -1984 3738 0
-3004 144 2889 0
-1917 -1754 1184 0
-3932 -3738 386 0
-4155 -2332 -926 0
-3833 -2716 1672 0
-544 1435 3330 0
-3410 -2553 3608 0
-1541 -739 495 0
-537 1769 4132 0
-2491 -1780 1648 0
-1541 55 323 0
-71 1537 1900 0
-3464 -3450 82 0
2427 2842 4156 0
-3284 1486 3593 0
-3235 2056 2499 0
-3874 -2263 -1987 0
-3392 -1079 185 0
-536 -210 3044 0
-1724 -414 3022 0
-1292 802 1256 0
-1522 -952 2527 0
-4016 -2426 3651 0
-2586 77 3427 0
-2887 282 1220 0
-3248 -94 4416 0
-3403 -979 4304 0
-1621 -567 3316 0
-3184 -1153 -619 0
-1980 -970 4469 0
-2805 -18 131 0
-2131 2368 2880 0
-2818 -1735 1906 0
-4363 -2707 1611 0
-2076 -1015 3664 0
-3170 1084 3985 0
-1185 876 4197 0
3087 3820 3908 0
-2374 905 1439 0
-2760 -531 3200 0
-2775 3940 3991 0
-4110 -1451 1787 0
-3660 2841 2898 0
-3735 2158 2945 0
-2227 1198 2273 0
-276 3523 4305 0
-3832 -2749 176 0
-2798 1563 2201 0
-42 920 3266 0
-669 2918 4269 0
-2384 -2031 389 0
-1139 170 4108 0
-1212 -1128 -696 0
-1480 -886 3077 0
-3671 -1267 4255 0
1295 4150 4404 0
-1038 -420 667 0
-1078 2428 3237 0
-2152 2055 2681 0
-4180 -3997 764 0
-2377 -1685 -843 0
-4411 -1748 3285 0
1124 2653 3663 0
-4055 1142 1184 0
-3848 -1393 -114 0
-4100 1982 2539 0
-4058 1408 2676 0
-2569 -415 4192 0
-3059 -987 2796 0
-3237 781 1717 0
-3519 -1465 1868 0
-2868 3525 4323 0
-178 2843 3728 0
-3059 -176 532 0
-3832 -3432 -1240 0
-3919 1948 4144 0
-4392 -2322 769 0
-1850 -1215 2500 0
-3137 -1663 235 0
-2316 -681 3411 0
-2819 -642 1588 0
-3203 -327 823 0
-1505 1597 2351 0
-1791 -1516 -873 0
-2306 -1902 -727 0
-3540 1204 2653 0
-2837 -184 562 0
-2409 -1901 4361 0
-3388 -3226 -533 0
-4362 -2410 3391 0
-4076 -1153 4351 0
-1428 -400 3420 0
-3754 -2763 476 0
-4050 -1482 626 0
-4063 -2551 1796 0
2173 2922 4110 0
-2922 155 1040 0
-3777 708 4150 0
-2437 -2055 -794 0
-717 1053 2091 0
222 325 1300 0
-1876 -1815 1804 0
-1281 -462 4460 0
-3800 20 1223 0
-2679 -433 2666 0
-3535 -2647 -311 0
-1719 1759 2321 0
-3769 -1870 1301 0
-89 855 1063 0
-2086 -1847 3795 0
-4494 -987 1295 0
-3944 -3260 1095 0
-3464 -3427 1638 0
-2237 3103 3529 0
-3091 1353 2176 0
-4483 -3800 2659 0
-2486 1263 1724 0
-4328 -1693 -617 0
-3952 -244 331 0
-4185 -3303 1716 0
-3772 -2085 -1742 0
-3790 788 1197 0
730 957 4039 0
-3138 -3051 2056 0
-3639 -151 1619 0
-3148 512 715 0
-3408 -55 2029 0
-2342 -372 2099 0
-3546 -1343 2225 0
