c minisat_input_format
p cnf 4500 8000
-3310 -3307 -778 0
-3720 -2620 -757 0
-2442 3004 3753 0
-2685 -524 -281 0
-1449 1223 2325 0
-4453 -2787 -1427 0
-2951 -1661 3121 0
-4001 -2431 -781 0
-2757 -1982 1985 0
-949 -801 1720 0
-1084 -157 3833 0
-2257 -1316 3691 0
-1728 1380 2942 0
-2272 -1269 2669 0
-3956 -2698 2575 0
-3302 -2639 -107 0
-1550 2674 2704 0
601 1542 4057 0
-2730 553 3379 0
1721 2734 3192 0
-3692 33 1235 0
-2703 697 2953 0
-1871 -1749 -258 0
97 369 2538 0
694 1298 2574 0
1646 2301 4291 0
992 4019 4148 0
1486 1694 3945 0
-3591 -1779 3675 0
-2677 806 3229 0
1294 1741 2394 0
-3169 -2587 2414 0
-3465 -2217 -1490 0
-1335 1436 4236 0
-2909 -2895 -30 0
-3109 -1121 52 0
-1027 3122 3612 0
-2787 1719 1779 0
2093 2895 3314 0
-442 3037 3604 0
-4262 -3114 -2344 0
-2799 3524 3580 0
-3237 -2148 828 0
-3556 -1504 -43 0
-2490 -2231 2786 0
1815 2100 3414 0
532 2771 3821 0
-1864 -1130 -871 0
-1787 -10 2077 0
-2052 1598 1766 0
-3191 -882 1338 0
-694 -190 4267 0
-3917 517 2358 0
-1837 3263 4232 0
-2075 -2068 2808 0
1197 1659 4070 0
-2203 -1517 938 0
-4289 855 2119 0
-2440 1367 3938 0
-395 3001 3461 0
-273 1084 3673 0
-2435 -206 2895 0
-1806 3416 4037 0
-2400 -2321 -1607 0
-2305 98 3073 0
-1650 2153 3619 0
-1812 -239 158 0
560 1489 2947 0
-840 -679 1770 0
-3368 2177 3976 0
-376 -290 4090 0
-2101 -1893 561 0
-2565 1727 2014 0
-2716 -1473 1032 0
-3541 616 2133 0
-2690 -2009 -1475 0
-4031 -1210 2119 0
-1839 1983 3665 0
-3386 -2095 -916 0
-2654 -2599 -1753 0
-4322 -4059 -2115 0
-3277 3617 3831 0
-4014 153 4004 0
-3933 -3342 2153 0
-1618 92 2392 0
-3584 -461 1840 0
-1602 -580 1705 0
282 3267 3889 0
-3276 -2974 -1620 0
-2181 -1649 -872 0
-2077 -2063 2030 0
-4257 -343 -305 0
-1728 -1059 1048 0
-3620 -3267 524 0
203 1101 4157 0
-2772 -2471 909 0
-3845 -2320 -631 0
-3335 -1132 2596 0
-1489 -547 -12 0
-2296 -127 1955 0
-3129 -2320 1717 0
-3208 -1680 3548 0
-974 -300 2177 0
-3197 -2841 -794 0
-3270 -2583 -2380 0
-4156 -2033 3668 0
-3089 -923 1207 0
-4278 2282 4320 0
-2837 -1212 -979 0
-2101 1440 2678 0
-2387 -635 1312 0
-3398 -2085 -781 0
-1970 -1586 -700 0
-134 1781 1959 0
-1531 -468 3698 0
-3257 -1766 2356 0
-3630 -2259 910 0
-2400 713 3602 0
989 2745 4367 0
-4477 -3757 -2268 0
1469 2804 2970 0
-3646 -3343 2022 0
-4346 -3101 -843 0
-2845 838 2265 0
474 1654 3635 0
2582 2706 4480 0
-2622 -2332 -209 0
-4333 -1418 1445 0
-432 241 2191 0
2939 3517 3692 0
1842 2001 2822 0
-3974 1214 2874 0
-3036 1974 4125 0
-675 1992 2144 0
-4423 -3921 -2266 0
-3743 -1919 3558 0
-4074 -2137 -559 0
-4384 -4155 236 0
-1304 4049 4130 0
1264 2552 4181 0
-3116 859 4344 0
-3900 -3826 -3631 0
-1696 1222 4069 0
-4196 352 1621 0
-3022 1630 4320 0
-3432 2137 3890 0
-2222 -2169 1702 0
-1120 -425 1300 0
-2154 -1562 1278 0
-3978 -2963 2012 0
-453 2738 4063 0
-3328 -2972 4017 0
-2721 -2377 4 0
-3847 -1104 2076 0
-2575 -2214 2667 0
-690 2444 3984 0
-4204 -3946 3409 0
-4176 2265 4450 0
-3892 -3691 877 0
-4434 -1013 218 0
-121 260 3278 0
-1180 -1018 4068 0
-1128 -789 4383 0
-2713 2059 2443 0
-1718 -719 3516 0
-1475 -800 -146 0
-1296 -1219 -314 0
-2163 2247 2628 0
-1560 -13 414 0
-2809 159 1503 0
-2126 415 1872 0
-1998 -1690 1547 0
301 763 795 0
-1910 3863 4029 0
-2107 -407 3248 0
-2877 -725 1694 0
-2250 -511 2743 0
-3042 3519 4407 0
-4175 -1421 -270 0
57 354 4375 0
-392 294 3921 0
1088 1658 2520 0
-3759 -3015 -625 0
1821 3659 4415 0
810 1202 1450 0
-1676 -117 3881 0
-3967 3760 4498 0
-1665 1371 4447 0
-134 2811 3644 0
-552 2685 3358 0
-1856 -1524 -1019 0
-4209 -1626 -55 0
-2655 1827 4002 0
-4383 -3229 -1928 0
-3685 -2219 2956 0
-4061 3397 4278 0
-4023 -542 2311 0
-4180 -113 226 0
-3289 -1805 -138 0
26 725 1797 0
-1268 302 4241 0
-182 2081 3478 0
-4410 2489 2514 0
-1276 -721 1656 0
-653 1006 2189 0
-1949 3171 3868 0
-4027 -2752 431 0
-3380 2222 4383 0
-4119 -3664 -3280 0
-3505 698 1046 0
-2269 499 1635 0
-4082 -498 2791 0
-3088 1488 2557 0
-1887 1072 2231 0
-2644 711 4275 0
-1944 573 1498 0
-782 716 3101 0
-2112 -756 1788 0
-1582 110 907 0
-1290 1967 3451 0
-3478 -2744 405 0
-3060 2592 4499 0
-2561 1448 3390 0
-3527 -1475 1162 0
-4079 781 2279 0
3223 3804 4317 0
-632 -570 1920 0
-348 3160 4385 0
-3383 801 4409 0
-1885 2650 3612 0
-3579 712 3894 0
-2205 -1851 1963 0
148 2317 3541 0
-2162 1582 2473 0
-4417 -446 4475 0
-3883 -2359 -421 0
-3596 740 3301 0
-1674 -1326 1900 0
-776 432 1937 0
-3844 -1025 236 0
-2217 1561 1987 0
-3765 -3424 -3379 0
-4199 2206 2469 0
-2544 1227 3270 0
-2739 -201 467 0
-4253 1118 3419 0
-1602 -1587 1951 0
-3869 -2029 3469 0
-1854 3326 3982 0
-3893 3092 3210 0
2665 2669 3646 0
-3269 -2833 940 0
-3843 -1592 1793 0
68 518 3103 0
-3095 3735 4498 0
586 1373 1425 0
-3973 1416 1525 0
-4214 -482 -115 0
-1136 585 2314 0
-4312 -4116 -994 0
-3305 1033 1573 0
-4276 -1193 48 0
-1652 2038 2357 0
-3626 1769 2407 0
-4042 -2151 -1539 0
-1860 -1042 4348 0
-2208 1634 4327 0
-4415 -2714 2667 0
-831 -94 3828 0
-4014 -3641 -332 0
2038 3380 3766 0
-3407 -1856 -441 0
80 728 4154 0
-2864 -947 4417 0
-4168 -2774 3973 0
-1839 210 3017 0
-760 109 329 0
-3269 -1999 4199 0
-3708 2984 3723 0
-2561 1422 1725 0
-2827 -681 1826 0
-3418 -708 3507 0
-2306 -1444 3961 0
-2259 756 3338 0
-2551 -1351 2279 0
-2791 -2124 1524 0
-1874 -1402 -605 0
-2587 2937 4022 0
-4298 885 4367 0
-2243 -685 3143 0
-2383 -2074 4209 0
-1104 259 1009 0
-3034 -1939 481 0
-1913 -1710 1965 0
-2940 -14 667 0
-2995 1795 2446 0
-4446 -3927 2410 0
-3073 -1818 1351 0
-2277 218 1982 0
-639 3319 4099 0
1352 1505 3820 0
-3889 1234 3817 0
-4301 -2706 2879 0
-3330 -1633 2818 0
1505 2049 2909 0
-2764 -2559 -1180 0
-996 1263 1320 0
-2720 -422 2038 0
-3460 -2029 -1921 0
-4046 -2894 -1501 0
-2878 -489 39 0
-4372 -3575 2126 0
-2036 -453 1590 0
-4366 -3836 -810 0
-3622 -2165 2119 0
-4376 1394 4170 0
-4327 170 3532 0
-51 3944 4101 0
-28 1088 1760 0
-3458 -519 1643 0
-410 -46 2184 0
-3630 -1983 3223 0
-3188 2145 3669 0
-2617 -1732 1089 0
-2085 -1059 2568 0
-3100 -188 992 0
-4254 2383 4300 0
-3271 -358 971 0
-3918 -937 -338 0
-1551 -340 2764 0
337 614 3481 0
-105 1665 4358 0
-1113 -930 2985 0
-3412 -230 3559 0
-3487 913 3773 0
-2691 -1191 3400 0
1147 2581 3580 0
-1985 -1768 4327 0
-124 4127 4296 0
-3482 -2307 243 0
-4385 312 1515 0
-301 831 3896 0
1597 3621 4003 0
-3525 -1617 968 0
600 2559 3878 0
-3603 974 3061 0
-2336 -915 4140 0
576 1106 1311 0
-3992 1563 3429 0
-2072 44 4058 0
-3192 -2311 2553 0
-4006 -3673 1867 0
-1289 608 1747 0
-1905 812 3419 0
-4480 -182 1491 0
-3959 -3686 -2074 0
-3191 -2269 -1185 0
-3428 1454 3386 0
-3708 -1130 2650 0
-3354 948 1948 0
-3986 -2251 -1990 0
-2608 -2592 1985 0
-2467 -1312 4198 0
-1271 2838 3203 0
-103 292 799 0
-1156 1313 3936 0
-1843 -1234 3643 0
-1175 98 1033 0
-2414 -922 1019 0
-4438 -3382 -2405 0
-3368 -2800 -1629 0
-3396 -1081 3018 0
-1620 -1105 2701 0
-4147 -570 300 0
-1919 410 1701 0
-3852 282 1835 0
-2851 -2183 2356 0
-3838 -2768 3073 0
-4152 -4024 -948 0
-2578 113 4071 0
-2999 -2657 -205 0
-3408 -642 363 0
-4436 1344 3567 0
-4033 -3285 3079 0
189 1531 1877 0
-2640 288 3477 0
-966 554 1306 0
-3043 -636 307 0
-1802 2457 2471 0
-1829 439 1165 0
-2683 975 3917 0
-2893 784 1152 0
-4173 -3874 1378 0
-542 447 2728 0
-4062 -87 403 0
-2536 -1464 940 0
-3813 -1063 2306 0
-4445 -332 2529 0
-1403 -820 3200 0
-4441 -1381 4030 0
-1190 -668 3894 0
-1649 875 4018 0
-4005 -2404 4231 0
-1740 -1565 -242 0
1331 1818 2935 0
-2682 2191 2356 0
-4478 -1006 1344 0
-3671 -1527 -156 0
-1680 1969 2095 0
-2671 -1104 817 0
-3891 -2390 1569 0
-3051 -1748 -1074 0
-3267 -777 -188 0
-3454 -203 3780 0
-1415 271 1380 0
-3166 2253 2863 0
-3421 -2462 4006 0
-3077 -737 1490 0
1035 1609 2104 0
-718 -54 3316 0
-4249 673 3497 0
2066 4272 4490 0
-2608 2822 3845 0
-2549 -319 3446 0
-4286 236 3556 0
-4081 -3437 -3179 0
-2541 -2122 -44 0
-3908 862 3067 0
-1422 1335 3519 0
-2490 704 2386 0
-3390 -2430 1335 0
-2064 -1464 -948 0
-3778 -2935 -2712 0
-4157 -2501 1234 0
-827 172 3329 0
-4312 1778 3518 0
-705 289 292 0
-2248 1487 3922 0
-3186 -1892 4136 0
-1691 -1581 4051 0
-3082 -547 2389 0
-2757 1117 2607 0
-1638 1126 1611 0
-2175 -2103 1897 0
-2877 3419 3609 0
-760 1954 2849 0
-3622 476 588 0
-3815 -946 1930 0
-2208 692 852 0
-3524 -795 1671 0
-1975 -1875 1652 0
-1888 -1692 -725 0
1410 1823 2386 0
-3601 -692 2283 0
-4298 2260 3284 0
-3306 712 3550 0
-686 1002 3696 0
1786 2764 3223 0
-3931 -702 2494 0
-2987 -1014 -288 0
-2424 2343 3879 0
-2309 537 1876 0
-1268 896 3483 0
2925 3128 3992 0
-4302 -2827 2290 0
-1741 3692 4498 0
-3476 -1522 388 0
-1700 -1170 -655 0
-4265 -826 -802 0
-4008 -2744 30 0
437 2299 4474 0
155 648 3359 0
-1502 -1338 -1246 0
-4343 -2709 -1691 0
-1434 2078 2776 0
442 1347 3737 0
-3589 -768 4377 0
-3268 3025 3717 0
-4172 3715 4044 0
2107 2906 4277 0
-196 2935 3745 0
-2513 -2388 187 0
-4471 -3698 -3375 0
-4222 -2004 -26 0
-1834 970 1381 0
-1571 744 1093 0
-2353 -1188 612 0
-2205 -1166 1138 0
-1866 -1294 -533 0
2172 2529 4085 0
-1574 1412 3361 0
-346 -223 -161 0
-1218 -353 4261 0
-1981 -1499 3739 0
-3174 -2185 3123 0
-3835 -1849 312 0
-3175 1657 1818 0
-3082 422 1363 0
-2689 -2530 4486 0
-332 1573 1905 0
-3547 1500 2488 0
-2981 2533 3691 0
-877 -373 2307 0
-4095 -2393 3905 0
-3499 -2499 2831 0
-4276 -1417 4409 0
-761 -706 1609 0
-734 2361 3463 0
-3380 1838 3065 0
-3993 -1659 3810 0
-2912 -372 2553 0
413 997 1290 0
-4491 -3455 3863 0
-25 19 747 0
-2368 -831 1025 0
1534 3994 4002 0
-2629 -775 653 0
-2976 350 2741 0
-4410 -3039 -627 0
-2417 -1664 512 0
-4359 -2756 -2297 0
-1319 2029 3997 0
-2606 -1543 -384 0
-3113 -2250 533 0
-1482 60 2459 0
-3016 543 2927 0
-2545 -2486 3059 0
3045 3574 4014 0
1250 1548 2569 0
-3631 -118 3399 0
503 920 1324 0
-3677 -2098 3796 0
-3255 -1393 191 0
-3330 -1452 -327 0
-2108 -518 1998 0
-4440 -110 1524 0
-4340 1087 2960 0
1070 2081 3439 0
-3683 -2316 -2269 0
-3327 -3279 -2228 0
-1749 1221 2877 0
516 940 3316 0
-3279 2207 3053 0
-4264 -2266 2030 0
-1732 1770 2820 0
-3927 -3243 4445 0
-760 1430 1936 0
570 1769 4463 0
201 1506 2721 0
2205 2966 4224 0
-697 2793 4294 0
-1202 208 413 0
-3445 -3396 1636 0
543 1692 3179 0
-1747 -1051 -79 0
-4317 11 3755 0
436 3348 4356 0
-781 1475 1987 0
-4142 1673 1779 0
732 959 4263 0
-3995 -2636 2719 0
-4354 2014 2155 0
-2670 -2119 2293 0
-4290 1998 4136 0
1582 1714 2786 0
-4136 1574 2292 0
-427 1291 3062 0
-3858 663 1070 0
-3554 1414 1430 0
-3770 -2079 3484 0
-1110 1486 4351 0
-1461 478 2649 0
-3704 -3456 828 0
1473 2985 3865 0
-3322 -3300 4407 0
-2942 987 2076 0
-1111 1235 4309 0
-2533 -2333 -1311 0
1229 2627 2807 0
-3200 -3026 -2693 0
-630 1169 1471 0
-3565 -2540 4108 0
645 1945 3951 0
-2192 -1354 1512 0
-733 -39 1249 0
-3789 -907 3953 0
-2296 3269 3701 0
-146 1955 2806 0
885 1177 1304 0
1077 2911 3779 0
-4044 3626 3911 0
-8 832 922 0
1827 1973 2822 0
-2967 710 4386 0
-1855 404 3897 0
1825 4269 4446 0
-3633 -3485 39 0
-951 2501 2924 0
-4255 -1539 949 0
-573 1523 2208 0
-4320 -2487 -267 0
-4020 -2971 829 0
-2631 -1329 3240 0
-3997 772 1310 0
-2979 1411 3243 0
-3541 -2036 1269 0
-1989 -1319 2365 0
-4465 2942 4455 0
45 1776 4449 0
-4171 -3659 -2311 0
-2388 1446 2656 0
-2953 -2268 3320 0
-3387 -549 3762 0
-2482 2643 3594 0
-1564 635 4488 0
-824 2254 3461 0
-1877 -1397 3391 0
-416 10 2621 0
599 2474 3800 0
-3800 -1886 438 0
-2600 214 389 0
-3308 -304 3164 0
-4343 1177 4259 0
1663 2638 2769 0
-2268 2311 2809 0
-422 -312 3655 0
-4239 2233 3947 0
-2243 292 1054 0
-2637 -1740 -501 0
-2590 -840 2239 0
-2673 2553 3514 0
-4446 -1631 1034 0
-3577 -3192 -2578 0
1147 2315 3419 0
-3949 1667 2065 0
-3106 -1036 2150 0
-2492 1141 2027 0
1118 1333 2670 0
-3697 -1294 4369 0
-4487 -356 3471 0
-661 566 669 0
-1740 -760 3638 0
-380 2551 3666 0
-2617 2946 3215 0
314 417 2965 0
-1535 -83 4008 0
-3480 -2875 2086 0
438 1038 4198 0
-746 -391 278 0
-2576 -1286 1929 0
-3514 -450 2744 0
-1898 -1177 2507 0
-4439 -2492 -1921 0
602 2310 4436 0
2313 2630 4060 0
1084 1444 2582 0
-1682 -1069 2670 0
-1728 2249 4250 0
477 1365 2817 0
-2004 2458 2637 0
478 3941 3966 0
-462 3037 3856 0
-3804 2384 3956 0
1323 2033 3756 0
-3 690 2848 0
-551 2301 3050 0
-3612 -2953 4255 0
-2943 -2609 384 0
-4357 -3997 -1429 0
-4105 -1972 3198 0
-591 18 873 0
2313 3011 3403 0
-2902 -378 4340 0
-4465 -3538 -3387 0
-3728 -2554 3489 0
-3526 -1401 -245 0
-63 1952 3692 0
-2672 66 2183 0
397 3754 4170 0
-4068 -1374 2766 0
-2805 -1958 -183 0
212 2941 3338 0
-2447 1738 2313 0
1552 1697 3483 0
-2010 -1376 4282 0
-1674 -1208 -978 0
-1821 -957 1031 0
-3912 -2439 -820 0
-3366 -398 1673 0
-1541 3066 3097 0
-2457 473 3230 0
-2991 150 1055 0
-4007 -1034 3189 0
-839 -31 3189 0
-2841 -641 2739 0
-3748 -1655 -667 0
-489 179 1812 0
-3753 -3540 -1712 0
-3465 692 2590 0
-4135 -381 2133 0
-3267 -2146 -1826 0
-1167 -777 3947 0
-2072 197 581 0
-3396 -629 -25 0
-2597 -1181 1779 0
201 3876 4316 0
-4367 1617 2784 0
-4096 -847 1090 0
-2073 -1947 1617 0
-4364 -539 97 0
-1508 -589 1860 0
433 2549 2975 0
-4134 -1983 4230 0
1404 3731 4498 0
-2858 349 4230 0
-3227 -354 2343 0
-4129 -3280 4150 0
-3628 -1521 3264 0
-4449 909 2353 0
-3507 -2778 -1524 0
-4434 -1347 3021 0
-3328 873 3464 0
-3510 -1789 -1709 0
-3685 3777 3943 0
-2258 181 1065 0
-2317 1778 2935 0
-2577 1738 2118 0
-1419 93 2507 0
-3201 -2610 2642 0
-2129 3435 4078 0
-1697 -1605 2625 0
-1961 1 3400 0
-4485 973 2970 0
-3000 -209 729 0
-3321 -2978 -1595 0
-3405 -853 970 0
518 1577 3013 0
-2732 -1310 1595 0
-3105 -285 586 0
-2438 1858 4117 0
-2908 -2765 1412 0
-3475 -3214 -1632 0
-1774 470 2763 0
-1473 1736 2406 0
-3798 -3666 -1126 0
2528 2922 3506 0
-139 877 2987 0
-4394 791 4179 0
-1667 -1606 4416 0
-3272 -2057 -896 0
-3139 -2891 1119 0
-1942 -1429 216 0
-2463 -1717 2208 0
-979 -454 3834 0
-3695 -2910 -1380 0
-3062 -2702 -22 0
-1229 1427 3051 0
-2523 -1466 3050 0
-4012 7 1885 0
-3854 -2473 3109 0
2978 3187 4083 0
-4291 -4177 -71 0
-3877 -3321 1143 0
-2955 -2601 1962 0
-872 -717 3630 0
-2973 -1727 4050 0
-2477 -531 75 0
-4250 -3145 994 0
-3595 -1684 2697 0
-2553 -2384 -971 0
-4446 -2273 1708 0
-2298 386 2461 0
898 2011 2682 0
1038 1234 2000 0
-6 1336 1826 0
-4151 -1601 3635 0
-2935 -2922 3707 0
244 726 3594 0
-3116 379 2874 0
1887 2312 3437 0
-1890 3589 4098 0
-183 1199 2766 0
-3018 1403 1705 0
-3821 -862 2240 0
-3697 -2317 1274 0
-3970 -1516 3828 0
-1985 1215 3598 0
-2174 -44 2367 0
-3272 -2968 2933 0
-1413 1635 3488 0
-2213 341 1025 0
-4180 -1487 4481 0
-2251 1454 2717 0
-4171 -2960 241 0
-2973 397 4175 0
-3900 -2507 2673 0
-2328 -1114 162 0
-1146 -321 3131 0
-4195 -2422 2662 0
-2915 -1534 2714 0
-2876 3320 4136 0
-3867 -3371 -2867 0
-3674 3395 3637 0
-3956 2142 3662 0
-600 -338 2650 0
-3648 2706 3753 0
-1170 -681 1033 0
-2143 -667 2262 0
-3180 -623 634 0
-3521 -2024 3346 0
-3237 2524 3886 0
-1449 -134 3355 0
-1700 1443 1492 0
-4102 -559 1531 0
-2986 843 2439 0
-2094 -1274 2928 0
-3994 -1943 2043 0
-3656 -1038 -290 0
789 2161 3362 0
-1582 671 4238 0
-107 2821 3974 0
-2018 -877 3108 0
-2873 2846 3604 0
-2408 2940 4498 0
-1750 -1553 -987 0
-2869 -2606 4215 0
-3180 -367 1973 0
-3789 -2217 3202 0
-2860 -2109 -17 0
-2955 -462 1415 0
-3851 -3103 2548 0
78 2773 2967 0
-1852 -1526 4364 0
-660 -187 1881 0
-3879 -3437 2692 0
-1864 -706 3541 0
-4410 3750 4076 0
-3766 1355 4123 0
-4065 -2069 -2060 0
-2959 1482 1762 0
-915 -865 -186 0
-2734 -2132 1862 0
-1065 -1046 2629 0
-3257 -2993 489 0
754 3391 3773 0
2946 3560 4447 0
-2349 -1283 3447 0
-2406 3875 3948 0
-414 -268 1969 0
-3709 -2025 4163 0
-2297 -2027 280 0
-1130 -712 1856 0
-4492 1535 1948 0
-169 3368 4447 0
-705 579 1400 0
-1496 -83 164 0
-2850 -1224 -340 0
-803 2235 2442 0
-3109 -1392 3770 0
-1235 -142 2601 0
-1178 135 4122 0
-2929 225 2695 0
-3383 -733 2657 0
-3337 2811 3665 0
-4216 804 1379 0
-3888 1713 4174 0
-85 122 3729 0
-3149 -1161 -638 0
-4354 -2299 1708 0
-4191 -2645 2509 0
-2940 -1484 665 0
-4048 -3691 1539 0
-1662 16 4187 0
-1792 -379 1780 0
-1836 -1694 1053 0
-3860 -444 3805 0
-590 781 3721 0
-661 2886 3592 0
-3434 -998 -819 0
-3135 -1322 2198 0
-1285 4132 4219 0
-1981 809 2871 0
-3267 -622 1030 0
111 3059 4083 0
492 1341 1737 0
-3638 -1830 1678 0
-4158 -1462 -723 0
-1753 2393 4418 0
-3012 -1954 2597 0
-3051 -2606 1617 0
-2987 -913 941 0
-1433 -903 2176 0
-1848 2577 2702 0
2773 3304 3347 0
-4060 -2216 -190 0
-596 390 3798 0
-2037 194 2649 0
-2981 -2918 2120 0
-3186 -3066 2634 0
-1518 2769 4021 0
-848 2096 2337 0
-856 2770 3124 0
2144 2677 2953 0
-2197 655 4392 0
-4180 -2011 1311 0
-1266 3502 4231 0
-3171 -3008 3188 0
969 2625 3662 0
-3612 2920 3466 0
-689 893 4493 0
-2851 1005 1685 0
-3855 -546 2642 0
-4032 1648 1959 0
-120 63 1983 0
-3928 893 3355 0
-1662 1652 3440 0
-1470 -224 3751 0
787 1899 2229 0
-4376 -472 -195 0
-4186 -1132 3026 0
-2449 -1305 3293 0
-1392 2564 3396 0
-4415 3331 4006 0
-4195 -4156 3766 0
-897 734 2128 0
-3151 -1049 1136 0
-2365 -1265 293 0
-1130 693 1479 0
-1501 1760 4096 0
-4093 1234 3127 0
674 3109 3569 0
1 2300 2374 0
1235 1258 2997 0
-133 637 1331 0
-4482 -527 3539 0
-310 -245 1979 0
-2484 3001 3165 0
-4212 -3197 3835 0
-597 2440 3966 0
-1536 -1113 1389 0
-2309 3469 4357 0
-4450 1660 3124 0
-4458 -2905 2602 0
-817 4012 4251 0
-2755 -2262 3994 0
583 1651 2672 0
-3197 -55 47 0
-877 1115 2465 0
-1987 1186 4422 0
-195 578 1388 0
-4079 519 3372 0
-3832 -2597 -841 0
-3804 -2419 -812 0
-4405 1361 4083 0
-3056 -2793 3500 0
-3479 -1508 398 0
251 1324 2170 0
148 2727 2742 0
-607 -399 2935 0
-1242 360 2453 0
-109 159 4051 0
-2162 -88 1507 0
-3866 -630 3354 0
-3146 235 3680 0
-3240 -1272 1351 0
2230 3090 4079 0
-21 3449 3829 0
-97 1580 4288 0
1605 2047 4296 0
-3693 -3583 2813 0
-667 956 2018 0
-2058 -1654 3900 0
-1669 878 3733 0
-453 27 1203 0
1893 2982 3967 0
-4149 -2680 1266 0
-1283 544 2771 0
-394 1530 3657 0
-2013 -171 3582 0
-2751 2656 4007 0
-2664 -1362 2731 0
-611 3506 4141 0
-4402 -3738 -2082 0
-3632 -277 4176 0
-2015 -1645 2571 0
-3146 -2995 2667 0
-2428 2153 3699 0
-2228 2382 4483 0
1566 2950 3766 0
237 1024 2756 0
-2919 876 3628 0
-307 -176 2866 0
-2508 29 3905 0
-4118 -1881 1824 0
1446 3917 4381 0
-4056 775 1383 0
-4272 -1891 -1094 0
-4034 -320 160 0
-1517 1758 4352 0
-4487 -2616 462 0
-2336 -1582 -1003 0
-2318 -1784 1311 0
-1804 3098 4146 0
-2866 12 1774 0
-3643 -2409 -2206 0
-3783 -1340 1141 0
-3631 1409 3362 0
-3415 396 567 0
-1376 304 1324 0
-2093 3897 4466 0
-3844 -1923 2103 0
-4156 -3077 4429 0
-4431 -4140 -923 0
-1402 322 3639 0
-2020 2889 2926 0
1220 2495 4209 0
-84 185 240 0
78 2922 4446 0
-4252 -2521 2267 0
-752 -534 2629 0
-3373 34 2476 0
-4290 134 3030 0
-4206 2869 4271 0
-2829 -2737 335 0
-711 197 2333 0
-3974 -3894 2726 0
-2317 1769 2941 0
-3946 -1960 4151 0
-1185 549 1090 0
-3823 -1159 1519 0
-4037 -3409 3058 0
-3704 788 3689 0
-3530 191 3858 0
-3705 -3242 -3195 0
-264 118 3151 0
-4028 1080 2395 0
-4271 -1956 21 0
-543 -374 -294 0
842 1677 3311 0
-3551 1306 4374 0
-3485 -1938 -1787 0
-3008 -1886 3182 0
-2349 2844 3142 0
-4002 -1201 -594 0
-1440 1713 4093 0
-2209 -850 2305 0
-2685 -2584 17 0
-3057 2577 2971 0
-3050 -2073 -1693 0
-4112 -2286 -1712 0
-4500 -2879 4329 0
-4388 -2006 1197 0
-4287 -2540 3259 0
1390 3133 4451 0
-4178 -2331 1005 0
28 1318 2165 0
-4037 -3040 -889 0
-3095 -2552 3425 0
-2694 -2274 -1541 0
758 947 2614 0
-2739 2588 3222 0
-3187 100 2086 0
-3799 -2668 2781 0
-1613 -699 3068 0
832 3273 3608 0
-2920 -2440 -561 0
-3238 2062 2898 0
-3019 -673 4397 0
-4032 -2735 3944 0
-4159 -2071 -1369 0
-3479 -1877 -536 0
-2530 84 680 0
-2344 654 2597 0
-4294 -904 1331 0
-3179 -2874 962 0
-3872 -240 4160 0
-3490 -220 2211 0
-4010 -3232 1988 0
790 1040 2512 0
1243 2913 2997 0
-2377 1894 3389 0
-516 2120 2330 0
-3329 -2316 -2215 0
-1658 1323 3031 0
-4291 -3839 3308 0
-989 -987 4385 0
-2294 1898 2028 0
-1882 -669 -623 0
-4498 1533 2254 0
-3691 -3490 1491 0
-2874 -2583 170 0
-4041 -1119 1892 0
932 3283 4288 0
-4101 -3093 382 0
-650 2308 4240 0
-1198 1127 1355 0
-3475 -92 858 0
-3653 -1875 -96 0
-3920 2892 4217 0
-795 270 2217 0
-3822 -1229 3147 0
-3570 -3257 -322 0
-4362 -652 4290 0
-3536 134 2234 0
-2729 -57 1265 0
-2404 2635 4228 0
-873 427 4049 0
-2586 -2464 -923 0
-1205 917 1669 0
-873 2299 2354 0
-3842 1092 3190 0
-3181 1495 4459 0
-3515 -3304 4353 0
-1522 234 3258 0
8 163 2480 0
-2548 -2006 3723 0
-3487 209 1712 0
-755 660 1563 0
-3416 -474 3204 0
1783 3515 4011 0
-4429 -3570 -3400 0
1923 2042 3123 0
-2736 -1702 1513 0
-3177 -708 1863 0
-4239 -1268 819 0
-1025 1131 1379 0
-4163 -2605 -574 0
-2198 -2008 2879 0
-4091 1290 2757 0
-3387 -1297 1024 0
-4344 -1016 1286 0
-4237 2634 3627 0
-2684 -884 495 0
-4142 203 3473 0
-2813 -1874 2399 0
-2325 -1919 1202 0
-2853 -2224 1159 0
-3110 -1888 3233 0
-1839 829 4294 0
1229 3301 3333 0
-1383 1405 2788 0
-401 2137 3528 0
-4135 2502 2748 0
-13 265 658 0
-2418 -140 3101 0
-1622 318 4486 0
-3104 -978 1776 0
941 3417 4159 0
-3992 899 2886 0
-2199 -762 3535 0
1465 2887 3921 0
-1478 43 3853 0
-2519 -2055 1206 0
-2253 -1931 1717 0
-1833 409 4493 0
1912 1933 4249 0
-3319 786 2008 0
-1538 -291 2172 0
-1426 1579 3922 0
-3687 -1322 1354 0
-4291 -2202 2544 0
-679 -376 1204 0
-2699 310 489 0
-3507 -3099 4423 0
2627 2764 3105 0
-2211 -1371 1348 0
-4177 2127 2697 0
-4355 -4168 1572 0
-4026 -241 2309 0
-524 -422 2345 0
-630 1510 3786 0
-635 -86 2211 0
-2132 531 532 0
-2787 -1319 -716 0
-264 745 4407 0
-2959 -2504 -1241 0
-1187 -278 704 0
